,proximity,start_pos_x,start_pos_y,seed,total_cost,mean_travel_time,vulnerability,is_connected
0,3,554,145,1,6907.5290976118995,139.22404633336447,0.9473182088918598,True
1,3,346,530,2,6921.321290376618,140.89439759887767,0.9786767886121223,True
2,3,527,605,3,6927.219205065767,138.20903188371514,0.9536006129114502,True
3,3,242,305,4,6929.296571962425,137.96578624887184,0.933967912398876,True
4,3,671,854,5,7127.327247913059,141.35012601928162,0.9909414689695009,True
5,3,444,601,6,6947.815047516379,137.6536395689116,0.934346940835408,True
6,3,215,295,7,7160.233120568212,145.07971203334154,1.0451174154315341,True
7,3,243,552,8,6808.931382492015,140.36785645071592,0.9830928099530002,True
8,3,469,393,9,6654.524148579617,129.08458480699332,0.8659464605218791,False
9,3,451,350,10,6774.668918820918,138.00684127652644,0.9347681684261105,True
10,3,583,595,11,7009.112852750856,138.97242607977665,0.9559692052587201,True
11,3,221,402,12,7083.549801322603,140.84607094875562,0.960687525303397,True
12,3,312,488,13,6493.048286507349,133.1272191844624,0.9180282435312968,True
13,3,709,514,14,7033.032675749804,138.1761806962531,0.9539527283703166,True
14,3,692,468,15,7204.490814205491,138.18169727101946,0.9422594455502247,True
15,3,403,403,16,7157.178896199273,138.68178254347407,0.9570972827260468,True
16,3,682,666,17,6737.272408273559,137.8965510361187,0.9223540863178252,True
17,3,306,235,18,7286.144057332932,143.77656296132582,1.0090691480201357,True
18,3,593,626,19,6691.789975855609,138.58429601647939,0.9655510242689942,True
19,3,79,269,20,6931.82497791285,136.41672369584325,0.9715909787701587,True
20,3,699,733,21,6764.371250729954,138.57891729567035,0.9598917115833926,True
21,3,637,587,22,6731.404273843005,139.2989128811097,0.9480477895211376,True
22,3,558,234,23,7197.952370339317,143.67296779431882,1.012298827872332,True
23,3,281,566,24,6813.2698296897315,136.5531234626718,0.9211569714836485,True
24,3,435,219,25,7119.646071579385,138.49078661894967,0.9478489320157837,True
25,3,299,567,26,7368.968786265482,142.3141408769559,0.9743283067340783,True
26,3,492,310,27,6864.522971928629,137.25090917464075,0.9336993898479204,True
27,3,131,283,28,6942.593265249422,140.35664766934397,0.980543394695793,True
28,3,581,539,29,7109.495652172186,144.26456180953193,1.0055734976526773,True
29,3,766,809,30,7078.733908364903,139.2817038894127,0.9694934239636382,True
